Movie Name,Release year,IMDB Rating,Movie Desc,Directors
Chak De! India,2007,8.1,"Kabir Khan, the coach of the Indian Women's National Hockey Team, dreams of making his all-girls team emerge victorious against all odds.",Shimit Amin
