Movie Name,Release year,IMDB Rating,Movie Desc,Directors
Jaane Bhi Do Yaaro,1983,8.3,"Two friends, attempting to start-up their own photo studio, come across shady dealings, corruption and murder, and must fight to bring the guilty to light.",Kundan Shah
