Movie Name,Release year,IMDB Rating,Movie Desc,Directors
Lage Raho Munna Bhai,2006,8.0,Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer.,Rajkumar Hirani
