Movie Name,Release year,IMDB Rating,Movie Desc,Directors
Water,2005,7.7,"Set in colonial India against Gandhi's rise to power, it's the story of 8-year-old Chuyia, who is widowed and sent to a home to live in penitence; once there, Chuyia's feisty presence deeply affects the lives of the other residents.",Deepa Mehta
