Movie Name,Release year,IMDB Rating,Movie Desc,Directors
Stanley Ka Dabba,2011,7.8,"A school-teacher, who forces children to share their food with him, forbids one from entering the school until he brings his own Tiffin/Lunch-box.",Amole Gupte
