Movie Name,Release year,IMDB Rating,Movie Desc,Directors
3 Deewarein,2003,7.8,"The story of a documentary movie-maker who films the reformation story of three hardened criminals within the prison walls - and in the process, finds redemption in her own life.",Nagesh Kukunoor
