Movie Name,Release year,IMDB Rating,Movie Desc,Directors
Bhaag Milkha Bhaag,2013,8.2,"The truth behind the ascension of Milkha Singh, who was scarred by of the India-Pakistan partition.",Rakeysh Omprakash Mehra
